ndex,thumbnail,name,description
208,https://archives.bulbagarden.net/media/upload/thumb/2/2a/0208Steelix.png/70px-0208Steelix.png,Steelix,weak weak bulky frail slow light tall rock head sheer force sturdy steel ground  steelix 208 steelix pair tenth theworld segment spike mountain formonix diet set scrape lump exposure heat socket year side shape foe fight boulder iron projection world tunneling mass evolution underside movement energy spot composition like cave diamond head core change section guardian result tip soil bottom form prism crystalline dark rock blunt eye temperature cell neck structure jaw body tail tooth position unit mineral scrap damage point chip feature mile top ridge female hexagon pressure
209,https://archives.bulbagarden.net/media/upload/thumb/2/24/0209Snubbull.png/70px-0209Snubbull.png,Snubbull,weak weak frail frail slow light short intimidate rattled run away fairy granbull snubbull 209 sense paw anime wander opponent likepokémonwith appearance ruff thing area nose companion ability part polka underbite arm woman skin dress toe -like face tothe earflap dot snubbull neck pad jaw body other bulldog foot smell
210,https://archives.bulbagarden.net/media/upload/thumb/e/eb/0210Granbull.png/70px-0210Granbull.png,Granbull,strong weak frail frail slow light short intimidate quick feet rattled fairy  granbull 210 wander appearance bite band mouth fang area nose side granbull -like growth head wrist trouble neck attacker jaw tail bulldog ear marking collar
211,https://archives.bulbagarden.net/media/upload/thumb/b/bb/0211Qwilfish.png/70px-0211Qwilfish.png,Qwilfish,weak weak frail frail slow light short intimidate poison point swift swim water poison  qwilfish 211 sea pattern paddle opponent crescent appearance spike half yellow character fisherman foe q. gallon dwelling teal swimmer forehead litre center spine poison havoc adifferent time letter outline tip size quill order region fisher dot light form purple eye greenish move scale lip body line tail ハha moment counterpart lowercase piscine fainting pressure water
212,https://archives.bulbagarden.net/media/upload/thumb/3/39/0212Scizor.png/70px-0212Scizor.png,Scizor,strong weak frail frail slow light short light metal swarm technician bug steel  scizor 212 pupil thing itssignature retractableforewing venation ingrassland waist crest underside period energy scizor stripe calf shred hind weight move bullet jaw point eyespot grassland appearance spike object enemy foe joint rim insectoid head flight form strength barb horn ingeneration hip thorax temperature front body scrap predator signature opponent shoulder third thigh area covering patch arm forehead toe armoring metal pincer tip order wild eye neck muscle concrete serration foot leg piece teardrop half wing side abdomen melting power chevron forewing steel
213,https://archives.bulbagarden.net/media/upload/thumb/5/59/0213Shuckle.png/70px-0213Shuckle.png,Shuckle,weak weak bulky bulky slow light short contrary gluttony sturdy bug rock  shuckle 213 smallturtle body limb shell food themountain mountain hole juice collectsberriesand turtle rock berry use
214,https://archives.bulbagarden.net/media/upload/thumb/7/75/0214Heracross.png/70px-0214Heracross.png,Heracross,strong weak frail frail slow light short guts moxie swarm bug fighting  heracross 214 pair competitor signature anime opponent game spike antennae thigh rivalry shoulder scent heart tree oval object nose heat wing side shape footing male cross arm forehead asbulbasaur addition spine feed meal time head claw wrist forearm release type tip shell typepokémon temperate aspinsirfor form strength forest circle orange ground grass horn fromgras hand eye temperature weight move front torso body soreness food allowingbutterfreeto episode back elytra marking foot female antenna
215,https://archives.bulbagarden.net/media/upload/thumb/d/d4/0215Sneasel.png/70px-0215Sneasel.png,Sneasel,weak weak frail frail fast light short inner focus keen eye pickpocket dark ice weavile sneasel 215 pair signature togeneration appearance shoulder black boreal content itssignature forelimb - diet protrusion tree oval personality foe prey sneasel latter venom cat male limb forehead hole feather skin sub eyelash poison cliff face claw onegg result forestswhere tip hunt order environment coloration nest form forest parent ofpidgey purple eye hand chest move wall system body tail weasel spitefulness damage gem point counterpart night rounder ear marking climbing difference foot female edge
216,https://archives.bulbagarden.net/media/upload/thumb/1/11/0216Teddiursa.png/70px-0216Teddiursa.png,Teddiursa,weak weak frail frail slow light short honey gather pickup quick feet normal ursaring teddiursa 216 paw nose teddiursa pollen fur fruit face claw iris nest fromcombeenest forest flavor muzzle paler forepaw hind eye honey inhoney pad tail food winter color ear marking territory ursine
217,https://archives.bulbagarden.net/media/upload/thumb/d/d7/0217Ursaring.png/70px-0217Ursaring.png,Ursaring,strong weak frail frail slow light short guts quick feet unnerve normal  ursaring 217 sense paw anime shoulder forelimb intoursaluna cub mouth fang extension nose tree shape tan fight male whateverberriesor fur fruit season berry claw ring day ursaring topeatfound aroma forest muzzle eye hind honey chest triangular pad stream jaw body tail mark food primeape moon winter ear climbing treetop smell territory peat leg ursine
218,https://archives.bulbagarden.net/media/upload/thumb/3/38/0218Slugma.png/70px-0218Slugma.png,Slugma,weak weak frail frail slow light short flame body magma armor weak armor fire magcargo slugma 218 specie member pupil place limbless mountain extension flame shape drop oxygen bubble ofmagma sleep head mollusk hardening volcano magma order eye system jaw body extremity nutrient organ
219,https://archives.bulbagarden.net/media/upload/thumb/e/eb/0219Magcargo.png/70px-0219Magcargo.png,Magcargo,weak weak bulky frail slow light short flame body magma armor weak armor fire rock  magcargo 219 pupil touch limbless mouth year lump oval flame c streak side drop contact water redmagma bubble ten head leak mollusk volcano magma shell snout thousand region plate ° eye temperature jaw body crater gastropodmolluskpokémonconsisting back crack fire
220,https://archives.bulbagarden.net/media/upload/thumb/f/f7/0220Swinub.png/70px-0220Swinub.png,Swinub,weak weak frail frail slow light short oblivious snow cloak thick fat ice ground piloswine swinub 220 place asicy spring smell source lump nose tundra mud cave porcine pig type people lot smallporcinepokémon region aroma snow grass eye temperature food mushroom hair skill ground leg
221,https://archives.bulbagarden.net/media/upload/thumb/3/3e/0221Piloswine.png/70px-0221Piloswine.png,Piloswine,strong weak frail frail slow light short oblivious snow cloak thick fat ice ground mamoswine piloswine 221 ice asicy nose warning tundra foe male sign fur tusk hoof cave porcine head pig hump size environment region tuft ground snow piloswine eye food surrounding back ear hair result leg
222,https://archives.bulbagarden.net/media/upload/thumb/e/e8/0222Corsola.png/70px-0222Corsola.png,Corsola,weak weak frail frail slow light short hustle natural cure regenerator water rock  corsola 222 predator sea anime ocean appearance victim material branch course group climate remain diet oval likehorseaandluvdiscare side foe intocursola.[2 habitat protection root arm underside forehead force ghost evolution accident energy spirit carving growth blue coral change type pain people shell region injury will rock horn absorb eye diversion temperature white frown life charm body jewelry other back night case taste leg water
223,https://archives.bulbagarden.net/media/upload/thumb/e/ed/0223Remoraid.png/70px-0223Remoraid.png,Remoraid,weak weak frail frail slow light short hustle moody sniper water octillery remoraid 223 jet sea trigger mouth group saucer accuracy ability kind prey suction school dwelling evolution tomantine addition meter stripe butt sight sniper piscine air fin asea barrel bottom dorsal light gun eye muscle pad hammer tooth attack back river top foot revolver distance water
224,https://archives.bulbagarden.net/media/upload/thumb/e/e4/0224Octillery.png/70px-0224Octillery.png,Octillery,strong strong frail frail slow light short moody sniper suction cups water  octillery 224 predator sense pot signature ocean togeneration likepokémonwith vision itssignature mouth octillery object prey foe suction relative substance tentacle power evolution hole fuss cave -like ingredient head time people prior ofremoraid wild nest cup rock bump eye move toomastar ink danger difference cooking smell
225,https://archives.bulbagarden.net/media/upload/thumb/b/bc/0225Delibird.png/70px-0225Delibird.png,Delibird,weak weak frail frail slow light short hustle insomnia vital spirit ice flying  delibird 225 digit movepresentby togeneration opponent mountain leader item civilization crest stomach spot chick cliff face flock resemblance beak human region nest machine eye chest move tail food damage marking avian foot feather
226,https://archives.bulbagarden.net/media/upload/thumb/4/49/0226Mantine.png/70px-0226Mantine.png,Mantine,weak weak frail bulky slow light short swift swim water absorb water veil water flying  mantine 226 pair seaswhere sea travel antennae mouth protrusion gray wing observer overside bird school water past underside behavior wave rim like meter icon head surfer ring air postcard fin ray outline bottom region island speed horn eye texture body mark leftover back nature souvenir poster top foot gill
